GOOD_NAME,ADG_CODE,ADG_CODE_CLEANED,GOOD_NAME_CLEANED,weight_g,weight_kg,volume_ml,volume_l,count,size,BRAND,BRAND_CONFIDENCE,CATEGORY,GOOD_NAME_NORMALIZED,price_amd,quantity_kg,IS_MISSING_BRAND,HAS_MEASUREMENT,NAME_LENGTH,WORD_COUNT,PRODUCT_ID
Colgate Մաքս Ֆրեշ,3306.0,3306,Colgate Մաքս Ֆրեշ,0.0,0.0,0.0,0.0,0.0,0,Colgate,1.0,Clothing,Մաքս Ֆրեշ,0.0,0.0,0,0,17,3,1015
Ատամի մածուկ optik white /Կոլգեյթ/ 75մլ,3306.0,3306,Ատամի մածուկ optik white /Կոլգեյթ/ 75մլ,0.0,0.0,75.0,0.0,0.0,0,Colgate,1.0,Cosmetics,Ատամի մածուկ optik white //,0.0,0.0,0,1,39,6,529
colgate propol. vait 100ml,3306.0,3306,colgate propol vait 100ml,0.0,0.0,100.0,0.0,0.0,0,Colgate,1.0,Clothing,propol vait,0.0,0.0,0,1,25,4,527
Ատամի մածուկ Colgate чай кофе табак 75мл,3306.0,3306,Ատամի մածուկ Colgate чай кофе табак 75мл,0.0,0.0,0.0,0.0,0.0,0,Colgate,1.0,Cosmetics,Ատամի մածուկ чай кофе табак 75мл,0.0,0.0,0,0,40,7,519
Ատամի խոզանակներ մանկական Կոլգեյթ,3306.0,3306,Ատամի խոզանակներ մանկական Կոլգեյթ,0.0,0.0,0.0,0.0,0.0,0,Colgate,0.8,Clothing,Ատամի խոզանակներ մանկական,0.0,0.0,0,0,33,4,1149
ատամի մած. Colgate Maximum 100մլ***,3306.0,3306,ատամի մած Colgate Maximum 100մլ,0.0,0.0,100.0,0.0,0.0,0,Colgate,1.0,Clothing,ատամի մած Maximum,0.0,0.0,0,1,31,5,179
"Ատամի մածուկ ""Colgate"" Անթերի սպիտակեցում 100մլ",3306.0,3306,Ատամի մածուկ Colgate Անթերի սպիտակեցում 100մլ,0.0,0.0,100.0,0.0,0.0,0,Colgate,1.0,Cosmetics,Ատամի մածուկ Անթերի սպիտակեցում,0.0,0.0,0,1,45,6,1020
ԱՏԱՄԻ ՄԱԾՈՒԿ ԿՈԼԳԵՅՏ,3306.0,3306,ԱՏԱՄԻ ՄԱԾՈՒԿ ԿՈԼԳԵՅՏ,0.0,0.0,0.0,0.0,0.0,0,Unknown,0.0,Cosmetics,ԱՏԱՄԻ ՄԱԾՈՒԿ ԿՈԼԳԵՅՏ,0.0,0.0,1,0,20,3,1043
Ատամի մածուկ Քոլգեյթ 73գ,3306.0,3306,Ատամի մածուկ Քոլգեյթ 73գ,73.0,0.0,0.0,0.0,0.0,0,Colgate,1.0,Cosmetics,Ատամի մածուկ,0.0,0.0,0,1,24,4,459
Ատամի մածուկ Colgate 75մլ total,3306.0,3306,Ատամի մածուկ Colgate 75մլ total,0.0,0.0,75.0,0.0,0.0,0,Colgate,1.0,Cosmetics,Ատամի մածուկ total,0.0,0.0,0,1,31,5,546
Ատամի մածուկ Քոլգեյթ տոտալ 75մլ,3306.0,3306,Ատամի մածուկ Քոլգեյթ տոտալ 75մլ,0.0,0.0,75.0,0.0,0.0,0,Colgate,1.0,Cosmetics,Ատամի մածուկ տոտալ,0.0,0.0,0,1,31,5,1045
Ա/Մ «Colgate» maxwhite 50մլ cristal mint,3306.0,3306,Ա/Մ Colgate maxwhite 50մլ cristal mint,0.0,0.0,50.0,0.0,0.0,0,Colgate,1.0,Clothing,Ա/Մ maxwhite cristal mint,0.0,0.0,0,1,38,6,1073
Կոլգեյթ Ատամի մածուկ 100մլ մաքս ֆրեշ կանաչ,3306.0,3306,Կոլգեյթ Ատամի մածուկ 100մլ մաքս ֆրեշ կանաչ,0.0,0.0,100.0,0.0,0.0,0,Colgate,1.0,Cosmetics,Ատամի մածուկ մաքս ֆրեշ կանաչ,0.0,0.0,0,1,42,7,227
Ատամի մածուկ Colgate Total պրոֆ. խորը մաքրում 100մ,3306.0,3306,Ատամի մածուկ Colgate Total պրոֆ խորը մաքրում 100մ,0.0,0.0,0.0,0.0,0.0,0,Colgate,1.0,Cosmetics,Ատամի մածուկ Total պրոֆ խորը մաքրում 100մ,0.0,0.0,0,0,49,8,420
Ատամի խոզանակ colgate premer,3306.0,3306,Ատամի խոզանակ colgate premer,0.0,0.0,0.0,0.0,0.0,0,Colgate,1.0,Clothing,Ատամի խոզանակ premer,0.0,0.0,0,0,28,4,406
Colgate Մած MAX BLESK-Fresh 50մլ,3306.0,3306,Colgate Մած MAX BLESK-Fresh 50մլ,0.0,0.0,50.0,0.0,0.0,0,Colgate,1.0,Clothing,Մած MAX BLESK-Fresh,0.0,0.0,0,1,32,5,742
մածուկ ատամի colgate 100 ընտանեկան կպտ,3306.0,3306,մածուկ ատամի colgate 100 ընտանեկան կպտ,0.0,0.0,0.0,0.0,0.0,0,Colgate,1.0,Clothing,մածուկ ատամի 100 ընտանեկան կպտ,0.0,0.0,0,0,38,6,1161
Ատամի հեղ COLGATE PLAX 7/24 250մլ,3306.0,3306,Ատամի հեղ COLGATE PLAX 7/24 250մլ,0.0,0.0,250.0,0.0,0.0,0,Colgate,1.0,Clothing,Ատամի հեղ PLAX 7/24,0.0,0.0,0,1,33,6,306
ատամի մածուկ մեծ 100մլ Կոլգեյթ Մաքս Ֆռեշ 5851,3306.0,3306,ատամի մածուկ մեծ 100մլ Կոլգեյթ Մաքս Ֆռեշ 5851,0.0,0.0,100.0,0.0,0.0,0,Colgate,1.0,Cosmetics,ատամի մածուկ մեծ Մաքս Ֆռեշ 5851,0.0,0.0,0,1,45,8,293
Ատամի մածուկ Colgate 75մլ Լիմոնի յուղ,3306.0,3306,Ատամի մածուկ Colgate 75մլ Լիմոնի յուղ,0.0,0.0,75.0,0.0,0.0,0,Colgate,1.0,Cosmetics,Ատամի մածուկ Լիմոնի յուղ,0.0,0.0,0,1,37,6,433
Ատամի մածուկ «Քոլգեյթ» Մաքս Ֆռեշ 50,3306.0,3306,Ատամի մածուկ Քոլգեյթ Մաքս Ֆռեշ 50,0.0,0.0,0.0,0.0,0.0,0,Colgate,1.0,Cosmetics,Ատամի մածուկ Մաքս Ֆռեշ 50,0.0,0.0,0,0,33,6,962
Խոզանակ ատամի Colgate մանկական 5+,3306.0,3306,Խոզանակ ատամի Colgate մանկական 5,0.0,0.0,0.0,0.0,0.0,0,Colgate,1.0,Clothing,Խոզանակ ատամի մանկական 5,0.0,0.0,0,0,32,5,283
Ատամի մածուկ Optic White Charcoal 75մլ Colgate,3306.0,3306,Ատամի մածուկ Optic White Charcoal 75մլ Colgate,0.0,0.0,75.0,0.0,0.0,0,Colgate,0.8,Cosmetics,Ատամի մածուկ Optic White Charcoal,0.0,0.0,0,1,46,7,17
Ատամի մածուկ Colgate 100մլ Herbal Salt,3306.0,3306,Ատամի մածուկ Colgate 100մլ Herbal Salt,0.0,0.0,100.0,0.0,0.0,0,Colgate,1.0,Cosmetics,Ատամի մածուկ Herbal Salt,0.0,0.0,0,1,38,6,911
Կոլգեյթ ատամի մածուկ Տոտալ 75մլ,3306.0,3306,Կոլգեյթ ատամի մածուկ Տոտալ 75մլ,0.0,0.0,75.0,0.0,0.0,0,Colgate,1.0,Cosmetics,ատամի մածուկ Տոտալ,0.0,0.0,0,1,31,5,811
Ատամի մածուկ Քոլգեյթ  կալցիում-ռեմին 100մլ,3306.0,3306,Ատամի մածուկ Քոլգեյթ կալցիում-ռեմին 100մլ,0.0,0.0,100.0,0.0,0.0,0,Colgate,1.0,Cosmetics,Ատամի մածուկ կալցիում-ռեմին,0.0,0.0,0,1,41,5,790
"Ատամի մածուկ Քոլգեյթ, ածուհով  75մլ",3306.0,3306,Ատամի մածուկ Քոլգեյթ ածուհով 75մլ,0.0,0.0,75.0,0.0,0.0,0,Colgate,1.0,Cosmetics,Ատամի մածուկ ածուհով,0.0,0.0,0,1,33,5,661
ատամի մած. Colgate Triple Action 231մլ,3306.0,3306,ատամի մած Colgate Triple Action 231մլ,0.0,0.0,231.0,0.0,0.0,0,Colgate,1.0,Clothing,ատամի մած Triple Action,0.0,0.0,0,1,37,6,914
Կոլգեյթ էքստրա 100,3306.0,3306,Կոլգեյթ էքստրա 100,0.0,0.0,0.0,0.0,0.0,0,Colgate,1.0,Other,էքստրա 100,0.0,0.0,0,0,18,3,42
Մածուկ ատամի «Colgate» 100մլ Մաքս Բլեսկ սպիտակ,3306.0,3306,Մածուկ ատամի Colgate 100մլ Մաքս Բլեսկ սպիտակ,0.0,0.0,100.0,0.0,0.0,0,Colgate,1.0,Clothing,Մածուկ ատամի Մաքս Բլեսկ սպիտակ,0.0,0.0,0,1,44,7,123
Մածուկ ատամի Քոլգեյթ 154գ եռակի ազդ.,3306.0,3306,Մածուկ ատամի Քոլգեյթ 154գ եռակի ազդ,154.0,0.0,0.0,0.0,0.0,0,Colgate,1.0,Other,Մածուկ ատամի եռակի ազդ,0.0,0.0,0,1,35,6,625
Կոլգեյթ Ատամի մածուկ  50 մլ օպտիկ,3306.0,3306,Կոլգեյթ Ատամի մածուկ 50 մլ օպտիկ,0.0,0.0,50.0,0.0,0.0,0,Colgate,1.0,Cosmetics,Ատամի մածուկ օպտիկ,0.0,0.0,0,1,32,6,82
ԿՈԼԳԵՅՏ 73ML,3306.0,3306,ԿՈԼԳԵՅՏ 73ML,0.0,0.0,73.0,0.0,0.0,0,Unknown,0.0,Clothing,ԿՈԼԳԵՅՏ,0.0,0.0,1,1,12,2,626
ատամի մած. Colgate 75մլ մանկական,3306.0,3306,ատամի մած Colgate 75մլ մանկական,0.0,0.0,75.0,0.0,0.0,0,Colgate,1.0,Clothing,ատամի մած մանկական,0.0,0.0,0,1,31,5,63
Քոլգեյթ  մանկական ելակի,3306.0,3306,Քոլգեյթ մանկական ելակի,0.0,0.0,0.0,0.0,0.0,0,Colgate,1.0,Clothing,մանկական ելակի,0.0,0.0,0,0,22,3,65
"Ատամի մածուկ ""Colgate"" Senstive Սպիտակեցում 75գ",3306.0,3306,Ատամի մածուկ Colgate Senstive Սպիտակեցում 75գ,75.0,0.0,0.0,0.0,0.0,0,Colgate,1.0,Cosmetics,Ատամի մածուկ Senstive Սպիտակեցում,0.0,0.0,0,1,45,6,71
Հոտազերծիչ գնդիկավոր Նիվեա կանացի 50մլ,3307.0,3307,Հոտազերծիչ գնդիկավոր Նիվեա կանացի 50մլ,0.0,0.0,50.0,0.0,0.0,0,Nivea,1.0,Cosmetics,Հոտազերծիչ գնդիկավոր կանացի,0.0,0.0,0,1,38,5,1333
Garnier հոտազատիչ էֆֆեկտ մագնեզիումի 50մլ,3307.0,3307,Garnier հոտազատիչ էֆֆեկտ մագնեզիումի 50մլ,0.0,0.0,50.0,0.0,0.0,0,Garnier,1.0,Other,հոտազատիչ էֆֆեկտ մագնեզիումի,0.0,0.0,0,1,41,5,724
Կրեմ սափրվելու Nivea,3307.0,3307,Կրեմ սափրվելու Nivea,0.0,0.0,0.0,0.0,0.0,0,Nivea,0.8,Cosmetics,Կրեմ սափրվելու,0.0,0.0,0,0,20,3,1229
Հոտազերծիչ Nivea Կան. անտեսանելի պարզ 50մլ,3307.0,3307,Հոտազերծիչ Nivea Կան անտեսանելի պարզ 50մլ,0.0,0.0,50.0,0.0,0.0,0,Nivea,1.0,Cosmetics,Հոտազերծիչ Կան անտեսանելի պարզ,0.0,0.0,0,1,41,6,1090
Նիվեա շարիկով կանացի 50մլ,3307.0,3307,Նիվեա շարիկով կանացի 50մլ,0.0,0.0,50.0,0.0,0.0,0,Nivea,1.0,Clothing,շարիկով կանացի,0.0,0.0,0,1,25,4,1806
"Անձեռոցիկ թաց անտի, Սիլկ Սոֆթ 15հատ 9147",3307.0,3307,Անձեռոցիկ թաց անտի Սիլկ Սոֆթ 15հատ 9147,0.0,0.0,0.0,0.0,15.0,0,Silk Soft,1.0,Household,Անձեռոցիկ թաց անտի 9147,0.0,0.0,0,1,39,7,335
Անձեռոցիկ Սիլկ Սոֆթ N100,3307.0,3307,Անձեռոցիկ Սիլկ Սոֆթ N100,0.0,0.0,0.0,0.0,0.0,0,Silk Soft,1.0,Household,Անձեռոցիկ N100,0.0,0.0,0,0,24,4,691
Սափրվելու գել NIVE chistaya koja 200մլ 81793,3307.0,3307,Սափրվելու գել NIVE chistaya koja 200մլ 81793,0.0,0.0,200.0,0.0,0.0,0,Unknown,0.0,Cosmetics,Սափրվելու գել NIVE chistaya koja 81793,0.0,0.0,1,1,44,7,1596
Փրփուր սափ.Gillette 200ml.,3307.0,3307,Փրփուր սափ Gillette 200ml,0.0,0.0,200.0,0.0,0.0,0,Gillette,1.0,Clothing,Փրփուր սափ,0.0,0.0,0,1,25,4,310
Gillette Fusion5 proglide.2գլխ,3307.0,3307,Gillette Fusion5 proglide 2գլխ,0.0,0.0,0.0,0.0,0.0,0,Gillette,1.0,Clothing,Fusion5 proglide 2գլխ,0.0,0.0,0,0,30,4,1523
Հոտազերծիչ տղամարդու Nivea Ultra extreme 50ml,3307.0,3307,Հոտազերծիչ տղամարդու Nivea Ultra extreme 50ml,0.0,0.0,50.0,0.0,0.0,0,Nivea,1.0,Cosmetics,Հոտազերծիչ տղամարդու Ultra extreme,0.0,0.0,0,1,45,6,1819
Դեզոդոր-սփրեյ Նիվեա Փաուր 72ժ Անտեսանելի տղ/համար ,3307.0,3307,Դեզոդոր-սփրեյ Նիվեա Փաուր 72ժ Անտեսանելի տղ/համար,0.0,0.0,0.0,0.0,0.0,0,Nivea,1.0,Clothing,Դեզոդոր-սփրեյ Փաուր 72ժ Անտեսանելի տղ/համար,0.0,0.0,0,0,49,6,1321
Հոտազերծիչ-ստիկ Նիվեա տղամարդու Ուլտրա 48ժ 50գ,3307.0,3307,Հոտազերծիչ-ստիկ Նիվեա տղամարդու Ուլտրա 48ժ 50գ,50.0,0.0,0.0,0.0,0.0,0,Nivea,1.0,Cosmetics,Հոտազերծիչ-ստիկ տղամարդու Ուլտրա 48ժ,0.0,0.0,0,1,46,6,1068
Հոտազերծիչ սփրեյ  Nivea men Ultra Titan 150մլ,3307.0,3307,Հոտազերծիչ սփրեյ Nivea men Ultra Titan 150մլ,0.0,0.0,150.0,0.0,0.0,0,Nivea,1.0,Cosmetics,Հոտազերծիչ սփրեյ men Ultra Titan,0.0,0.0,0,1,44,7,629
Հակաքրտինքային միջոց գնդիկով «Nivea» 50մլ/82280,3307.0,3307,Հակաքրտինքային միջոց գնդիկով Nivea 50մլ/82280,0.0,0.0,50.0,0.0,0.0,0,Nivea,1.0,Other,Հակաքրտինքային միջոց գնդիկով /82280,0.0,0.0,0,1,45,5,722
"ԱՆՀԱՏԱԿԱՆ ՕԳՏԱԳՈՐԾՄԱՆ ՀՈՏԱԶԵՐԾԻՉՆԵՐ/ՍՏԻԿ/ 50 ՄԼ -5280  ՀԱՏ ԱՊՐԱՆՔԱՆԻՇԸ <NIVEA> ,ԱՊՐԱՆՔԱՆԻՇԸ <NIVEA> ՍԵՐԻԱ  <NIVEA MEN>",3307.0,3307,ԱՆՀԱՏԱԿԱՆ ՕԳՏԱԳՈՐԾՄԱՆ ՀՈՏԱԶԵՐԾԻՉՆԵՐ/ՍՏԻԿ/ 50 ՄԼ -5280 ՀԱՏ ԱՊՐԱՆՔԱՆԻՇԸ NIVEA ԱՊՐԱՆՔԱՆԻՇԸ NIVEA ՍԵՐԻԱ NIVEA MEN,0.0,0.0,50.0,0.0,5280.0,0,Nivea,1.0,Cosmetics,ԱՆՀԱՏԱԿԱՆ ՕԳՏԱԳՈՐԾՄԱՆ ՀՈՏԱԶԵՐԾԻՉՆԵՐ/ՍՏԻԿ/ - ԱՊՐԱՆՔԱՆԻՇԸ ԱՊՐԱՆՔԱՆԻՇԸ ՍԵՐԻԱ MEN,0.0,0.0,0,1,109,14,1736
"Լոսյոն սափրվելուց հետո Նիվեա ""Արծաթե պաշտպանությո",3307.0,3307,Լոսյոն սափրվելուց հետո Նիվեա Արծաթե պաշտպանությո,0.0,0.0,0.0,0.0,0.0,0,Nivea,1.0,Cosmetics,Լոսյոն սափրվելուց հետո Արծաթե պաշտպանությո,0.0,0.0,0,0,48,6,1714
Հակաքրտինքային միջոց կանացի Նիվեա մարգարտե գեղեց,3307.0,3307,Հակաքրտինքային միջոց կանացի Նիվեա մարգարտե գեղեց,0.0,0.0,0.0,0.0,0.0,0,Nivea,1.0,Clothing,Հակաքրտինքային միջոց կանացի մարգարտե գեղեց,0.0,0.0,0,0,48,6,508
Բրիտվա Gillette 5h,3307.0,3307,Բրիտվա Gillette 5h,0.0,0.0,0.0,0.0,0.0,0,Gillette,1.0,Clothing,Բրիտվա 5h,0.0,0.0,0,0,18,3,509
Փրփուր սափրվելու համար Ժիլետ ռեգուլյար200,3307.0,3307,Փրփուր սափրվելու համար Ժիլետ ռեգուլյար200,0.0,0.0,0.0,0.0,0.0,0,Gillette,1.0,Cosmetics,Փրփուր սափրվելու համար ռեգուլյար200,0.0,0.0,0,0,41,5,617
Ժիլետ 5 հատանոց,3307.0,3307,Ժիլետ 5 հատանոց,0.0,0.0,0.0,0.0,5.0,0,Gillette,1.0,Clothing,5 հատանոց,0.0,0.0,0,1,15,3,862
"Նիվեա Գել Տղա (սափրվ/սառեց), Գերմանիա",3307.0,3307,Նիվեա Գել Տղա սափրվ/սառեց Գերմանիա,0.0,0.0,0.0,0.0,0.0,0,Nivea,1.0,Cosmetics,Գել Տղա սափրվ/սառեց Գերմանիա,0.0,0.0,0,0,34,5,1431
Փրփուր Gillette de ras 200ml,3307.0,3307,Փրփուր Gillette de ras 200ml,0.0,0.0,200.0,0.0,0.0,0,Gillette,1.0,Clothing,Փրփուր de ras,0.0,0.0,0,1,28,5,1425
Լոսյոն սափրվելուց հետո Nivea 100մլ 81340,3307.0,3307,Լոսյոն սափրվելուց հետո Nivea 100մլ 81340,0.0,0.0,100.0,0.0,0.0,0,Nivea,1.0,Cosmetics,Լոսյոն սափրվելուց հետո 81340,0.0,0.0,0,1,40,6,975
Գարնիեր միներալ գնդ հոտազերծիչ 48ժ 50մլ,3307.0,3307,Գարնիեր միներալ գնդ հոտազերծիչ 48ժ 50մլ,0.0,0.0,50.0,0.0,0.0,0,Garnier,1.0,Cosmetics,միներալ գնդ հոտազերծիչ 48ժ,0.0,0.0,0,1,39,6,1647
Գել լոգանքի Նիվեա տղամարդու արծաթե պաշտպանություն ,3307.0,3307,Գել լոգանքի Նիվեա տղամարդու արծաթե պաշտպանություն,0.0,0.0,0.0,0.0,0.0,0,Nivea,1.0,Cosmetics,Գել լոգանքի տղամարդու արծաթե պաշտպանություն,0.0,0.0,0,0,49,6,1078
գառնիեռ կանացի շարիկ +45C,3307.0,3307,գառնիեռ կանացի շարիկ 45C,0.0,0.0,0.0,0.0,0.0,0,Unknown,0.0,Clothing,գառնիեռ կանացի շարիկ 45C,0.0,0.0,1,0,24,4,422
անձեռոցիկ թաց մն Salve 120հ կափարիչով վարդ/կապույտ,3307.0,3307,անձեռոցիկ թաց մն Salve 120հ կափարիչով վարդ/կապույտ,0.0,0.0,0.0,0.0,120.0,0,Salve,1.0,Household,անձեռոցիկ թաց մն կափարիչով վարդ/կապույտ,0.0,0.0,0,1,50,7,682
Հոտազերծիչ-գել «Gillette» Power Rush 70մլ,3307.0,3307,Հոտազերծիչ-գել Gillette Power Rush 70մլ,0.0,0.0,70.0,0.0,0.0,0,Gillette,1.0,Cosmetics,Հոտազերծիչ-գել Power Rush,0.0,0.0,0,1,39,5,1289
Ածելի Ժիլետ մաչ 3 2գլխիկ 3լեզվի,3307.0,3307,Ածելի Ժիլետ մաչ 3 2գլխիկ 3լեզվի,0.0,0.0,0.0,0.0,0.0,0,Gillette,1.0,Cosmetics,Ածելի մաչ 3 2գլխիկ 3լեզվի,0.0,0.0,0,0,31,6,1940
Nivea Men Գել սափրվելու համար 200մլ Մաքուր մաշկ,3307.0,3307,Nivea Men Գել սափրվելու համար 200մլ Մաքուր մաշկ,0.0,0.0,200.0,0.0,0.0,0,Nivea,1.0,Cosmetics,Men Գել սափրվելու համար Մաքուր մաշկ,0.0,0.0,0,1,47,8,135
Սափրվելու փրփուր Gillette 200մլ․ սենսիտիվ,3307.0,3307,Սափրվելու փրփուր Gillette 200մլ սենսիտիվ,0.0,0.0,200.0,0.0,0.0,0,Gillette,1.0,Cosmetics,Սափրվելու փրփուր սենսիտիվ,0.0,0.0,0,1,40,5,188
Ձեռքի քսուք NIVEA 5 ml,3307.0,3307,Ձեռքի քսուք NIVEA 5 ml,0.0,0.0,5.0,0.0,0.0,0,Nivea,1.0,Clothing,Ձեռքի քսուք,0.0,0.0,0,1,22,5,1225
Հոտազերծիչ Սփրեյ Նիվեա Սև Սպիտակ Էքստրա 150մլ,3307.0,3307,Հոտազերծիչ Սփրեյ Նիվեա Սև Սպիտակ Էքստրա 150մլ,0.0,0.0,150.0,0.0,0.0,0,Nivea,1.0,Cosmetics,Հոտազերծիչ Սփրեյ Սև Սպիտակ Էքստրա,0.0,0.0,0,1,45,7,1975
Դեզոդորանտ Նիվեա Տղամարդու 150մլ,3307.0,3307,Դեզոդորանտ Նիվեա Տղամարդու 150մլ,0.0,0.0,150.0,0.0,0.0,0,Nivea,1.0,Cosmetics,Դեզոդորանտ Տղամարդու,0.0,0.0,0,1,32,4,241
Գել սափրվելու Nivea Ultra 200մլ,3307.0,3307,Գել սափրվելու Nivea Ultra 200մլ,0.0,0.0,200.0,0.0,0.0,0,Nivea,1.0,Cosmetics,Գել սափրվելու Ultra,0.0,0.0,0,1,31,5,1911
Նիվեա Հոտազերծիչ սփրեյ տղամարդու ուլտրա,3307.0,3307,Նիվեա Հոտազերծիչ սփրեյ տղամարդու ուլտրա,0.0,0.0,0.0,0.0,0.0,0,Nivea,1.0,Cosmetics,Հոտազերծիչ սփրեյ տղամարդու ուլտրա,0.0,0.0,0,0,39,5,823
ՀՈՏԱԶԵՐԾԻՉ ՆԻՎԵԱ ՏՂԱ,3307.0,3307,ՀՈՏԱԶԵՐԾԻՉ ՆԻՎԵԱ ՏՂԱ,0.0,0.0,0.0,0.0,0.0,0,Nivea,1.0,Cosmetics,ՀՈՏԱԶԵՐԾԻՉ ՏՂԱ,0.0,0.0,0,0,20,3,2025
Նիվեա մեն լոգանքի գել 500մլ,3307.0,3307,Նիվեա մեն լոգանքի գել 500մլ,0.0,0.0,500.0,0.0,0.0,0,Nivea,1.0,Cosmetics,մեն լոգանքի գել,0.0,0.0,0,1,27,5,1221
Փրփուր սափրվելու Նիվեա Ֆրեշ 200մլ,3307.0,3307,Փրփուր սափրվելու Նիվեա Ֆրեշ 200մլ,0.0,0.0,200.0,0.0,0.0,0,Nivea,1.0,Cosmetics,Փրփուր սափրվելու Ֆրեշ,0.0,0.0,0,1,33,5,1279
Լվ.փոշ. Սավեքս սուպեր 2-ը 1-ում( 15x21գ) հատ,3401.0,3401,Լվ փոշ Սավեքս սուպեր 2-ը 1-ում 15x21գ հատ,21.0,0.0,0.0,0.0,0.0,0,Savax,1.0,Other,Լվ փոշ սուպեր 2-ը 1-ում 15x հատ,0.0,0.0,0,1,41,8,1902
սավեքս տուփով ձեռքի լր,3401.0,3401,սավեքս տուփով ձեռքի լր,0.0,0.0,0.0,0.0,0.0,0,Savax,1.0,Other,տուփով ձեռքի լր,0.0,0.0,0,0,22,4,713
Nivea լոգանքի գել Love 250ml,3401.0,3401,Nivea լոգանքի գել Love 250ml,0.0,0.0,250.0,0.0,0.0,0,Nivea,1.0,Cosmetics,լոգանքի գել Love,0.0,0.0,0,1,28,5,946
ԼԵԶՎԻ ԺԻԼԵՏ,3401.0,3401,ԼԵԶՎԻ ԺԻԼԵՏ,0.0,0.0,0.0,0.0,0.0,0,Gillette,1.0,Clothing,ԼԵԶՎԻ,0.0,0.0,0,0,11,2,816
Լոգանքի գել «Նիվեա» օվկիանոս 250մլ,3401.0,3401,Լոգանքի գել Նիվեա օվկիանոս 250մլ,0.0,0.0,250.0,0.0,0.0,0,Nivea,1.0,Cosmetics,Լոգանքի գել օվկիանոս,0.0,0.0,0,1,32,5,567
Լվացքի փափկեցնող միջոց Սավեքս 800մլ,3401.0,3401,Լվացքի փափկեցնող միջոց Սավեքս 800մլ,0.0,0.0,800.0,0.0,0.0,0,Savax,1.0,Household,Լվացքի փափկեցնող միջոց,0.0,0.0,0,1,35,5,553
"Ատամի մածուկ «Colgate Total», проф․чистка",3401.0,3401,Ատամի մածուկ Colgate Total проф чистка,0.0,0.0,0.0,0.0,0.0,0,Colgate,1.0,Cosmetics,Ատամի մածուկ Total проф чистка,0.0,0.0,0,0,38,6,1721
անձեռոցիկ Silk Soft 100 հատ հատ,3401.0,3401,անձեռոցիկ Silk Soft 100 հատ հատ,0.0,0.0,0.0,0.0,100.0,0,Silk Soft,1.0,Household,անձեռոցիկ հատ,0.0,0.0,0,1,31,6,1180
"Թաց անձեռոցիկ Սիլկ Սոֆթ մանկական, 60հ",3401.0,3401,Թաց անձեռոցիկ Սիլկ Սոֆթ մանկական 60հ,0.0,0.0,0.0,0.0,60.0,0,Silk Soft,1.0,Household,Թաց անձեռոցիկ մանկական,0.0,0.0,0,1,36,6,53
լվացքի փոշի SAVEX 3.45կգ. տեսականի,3401.0,3401,լվացքի փոշի SAVEX 3 45կգ տեսականի,45000.0,45.0,0.0,0.0,0.0,0,Savax,1.0,Household,լվացքի փոշի 3 տեսականի,0.0,45.0,0,1,33,6,1495
լվացքի փափկացնող հեղուկ  Savex 900մլ,3401.0,3401,լվացքի փափկացնող հեղուկ Savex 900մլ,0.0,0.0,900.0,0.0,0.0,0,Savax,1.0,Household,լվացքի փափկացնող հեղուկ,0.0,0.0,0,1,35,5,1281
"Լոգանքի գել ""Nivea"" Կիտրոնի թարմուություն 250մլ",3401.0,3401,Լոգանքի գել Nivea Կիտրոնի թարմուություն 250մլ,0.0,0.0,250.0,0.0,0.0,0,Nivea,1.0,Cosmetics,Լոգանքի գել Կիտրոնի թարմուություն,0.0,0.0,0,1,45,6,827
հեղուկ օճառ Roya 450g.,3401.0,3401,հեղուկ օճառ Roya 450g,450.0,0.0,0.0,0.0,0.0,0,Unknown,0.0,Cosmetics,հեղուկ օճառ Roya,0.0,0.0,1,1,21,4,1128
Սեղանի անձեռոցիկ Silk Soft 60 հատ հատ,3401.0,3401,Սեղանի անձեռոցիկ Silk Soft 60 հատ հատ,0.0,0.0,0.0,0.0,60.0,0,Silk Soft,1.0,Household,Սեղանի անձեռոցիկ հատ,0.0,0.0,0,1,37,7,1611
փոշի սավեքս,3401.0,3401,փոշի սավեքս,0.0,0.0,0.0,0.0,0.0,0,Savax,1.0,Household,փոշի,0.0,0.0,0,0,11,2,1140
ՀԵՂՈՒԿ ՕՃԱՌ ROYA 3.5լ.,3401.0,3401,ՀԵՂՈՒԿ ՕՃԱՌ ROYA 3 5լ,0.0,0.0,5000.0,5.0,0.0,0,Unknown,0.0,Cosmetics,ՀԵՂՈՒԿ ՕՃԱՌ ROYA 3,0.0,0.0,1,1,21,5,1361
Գել դեմքի լվացվելու  GARNIER  200մլ նորմալ մաշկի,3401.0,3401,Գել դեմքի լվացվելու GARNIER 200մլ նորմալ մաշկի,0.0,0.0,200.0,0.0,0.0,0,Garnier,1.0,Cosmetics,Գել դեմքի լվացվելու նորմալ մաշկի,0.0,0.0,0,1,46,7,1259
Գել Կրեմ լոգանքի Nivea Deonica,3401.0,3401,Գել Կրեմ լոգանքի Nivea Deonica,0.0,0.0,0.0,0.0,0.0,0,Nivea,1.0,Cosmetics,Գել Կրեմ լոգանքի Deonica,0.0,0.0,0,0,30,5,267
