GOOD_NAME,ADG_CODE,ADG_CODE_CLEANED,GOOD_NAME_CLEANED,weight_g,weight_kg,volume_ml,volume_l,count,size,BRAND,BRAND_CONFIDENCE,CATEGORY,GOOD_NAME_NORMALIZED,price_amd,quantity_kg,IS_MISSING_BRAND,HAS_MEASUREMENT,NAME_LENGTH,WORD_COUNT,PRODUCT_ID
Ջոնի Կրոկեր Ռոշեն ,1905.0,1905,Ջոնի Կրոկեր Ռոշեն,0.0,0.0,0.0,0.0,0.0,0,Roshen,0.8,Other,Ջոնի Կրոկեր,0.0,0.0,0,0,17,3,900
Խմորեղեն լիստ տուփով Արարատ,1905.0,1905,Խմորեղեն լիստ տուփով Արարատ,0.0,0.0,0.0,0.0,0.0,0,Unknown,0.0,Other,Խմորեղեն լիստ տուփով Արարատ,0.0,0.0,1,0,27,4,1072
Ձողիկ Քաղցր <<Apache>> Ձմերուկի համ,1905.0,1905,Ձողիկ Քաղցր Apache Ձմերուկի համ,0.0,0.0,0.0,0.0,0.0,0,Apache,1.0,Other,Ձողիկ Քաղցր Ձմերուկի համ,0.0,0.0,0,0,31,5,833
Կրեկեր Apache 35գ ,1905.0,1905,Կրեկեր Apache 35գ,35.0,0.0,0.0,0.0,0.0,0,Apache,1.0,Other,Կրեկեր,0.0,0.0,0,1,17,3,109
Թխվածքաբլիթ  Միլկա cookies,1905.0,1905,Թխվածքաբլիթ Միլկա cookies,0.0,0.0,0.0,0.0,0.0,0,Milka,1.0,Food Products,Թխվածքաբլիթ cookies,0.0,0.0,0,0,25,3,700
Վաֆլի «Յաշկինո» Յուժնայա ստրանա կգ,1905.0,1905,Վաֆլի Յաշկինո Յուժնայա ստրանա կգ,0.0,0.0,0.0,0.0,0.0,0,Yashkino,1.0,Food Products,Վաֆլի Յուժնայա ստրանա կգ,0.0,0.0,0,0,32,5,1873
Չիպսե ձողիկներ Ապաչի 50գ.,1905.0,1905,Չիպսե ձողիկներ Ապաչի 50գ,50.0,0.0,0.0,0.0,0.0,0,Apache,1.0,Other,Չիպսե ձողիկներ,0.0,0.0,0,1,24,4,832
ԿՈԶԻՆԱԽ ապաչի,1905.0,1905,ԿՈԶԻՆԱԽ ապաչի,0.0,0.0,0.0,0.0,0.0,0,Apache,1.0,Other,ԿՈԶԻՆԱԽ,0.0,0.0,0,0,13,2,12
ԳՌԱՆԴ ՔԵՆԴԻ ՄԻՔՍ,1905.0,1905,ԳՌԱՆԴ ՔԵՆԴԻ ՄԻՔՍ,0.0,0.0,0.0,0.0,0.0,0,Unknown,0.0,Other,ԳՌԱՆԴ ՔԵՆԴԻ ՄԻՔՍ,0.0,0.0,1,0,16,3,842
Թխ. քաղցրաբլիք Վարսակ 300գ /Դարոյնք,1905.0,1905,Թխ քաղցրաբլիք Վարսակ 300գ /Դարոյնք,300.0,0.0,0.0,0.0,0.0,0,Daroink,0.8,Other,Թխ քաղցրաբլիք Վարսակ /,0.0,0.0,0,1,34,5,1561
"Բիսկվիթ․ թխ․ ""Milka""  շոկ․  միջ․ 35գր․ ",1905.0,1905,Բիսկվիթ թխ Milka շոկ միջ 35գր,35.0,0.0,0.0,0.0,0.0,0,Milka,1.0,Clothing,Բիսկվիթ թխ շոկ միջ,0.0,0.0,0,1,29,6,710
Վաֆլի կիտրոնով «Դարոինք» 180գ,1905.0,1905,Վաֆլի կիտրոնով Դարոինք 180գ,180.0,0.0,0.0,0.0,0.0,0,Daroink,1.0,Food Products,Վաֆլի կիտրոնով,0.0,0.0,0,1,27,4,893
ԱՊԱՉԻ ՉԻՊՍ ՏՈՒՓՈՎ,1905.0,1905,ԱՊԱՉԻ ՉԻՊՍ ՏՈՒՓՈՎ,0.0,0.0,0.0,0.0,0.0,0,Apache,1.0,Other,ՉԻՊՍ ՏՈՒՓՈՎ,0.0,0.0,0,0,17,3,1360
Վաֆլի Դարոինք կաթնայինն միջուկով,1905.0,1905,Վաֆլի Դարոինք կաթնայինն միջուկով,0.0,0.0,0.0,0.0,0.0,0,Daroink,1.0,Food Products,Վաֆլի կաթնայինն միջուկով,0.0,0.0,0,0,32,4,889
Կրեկեր Հացիկ  «Դարոյնք»  100գ,1905.0,1905,Կրեկեր Հացիկ Դարոյնք 100գ,100.0,0.0,0.0,0.0,0.0,0,Daroink,1.0,Other,Կրեկեր Հացիկ,0.0,0.0,0,1,25,4,1348
Պեչենի Յաշկինո շոկոլադ բալ 165գ,1905.0,1905,Պեչենի Յաշկինո շոկոլադ բալ 165գ,165.0,0.0,0.0,0.0,0.0,0,Yashkino,1.0,Food Products,Պեչենի շոկոլադ բալ,0.0,0.0,0,1,31,5,322
Թխվ Վաֆլի Գրանդ Քենդի կգ,1905.0,1905,Թխվ Վաֆլի Գրանդ Քենդի կգ,0.0,0.0,0.0,0.0,0.0,0,Grand Candy,1.0,Food Products,Թխվ Վաֆլի կգ,0.0,0.0,0,0,24,5,405
"Վաֆլի Դարոյնք Wafer, կաթնային 300գ",1905.0,1905,Վաֆլի Դարոյնք Wafer կաթնային 300գ,300.0,0.0,0.0,0.0,0.0,0,Daroink,1.0,Food Products,Վաֆլի Wafer կաթնային,0.0,0.0,0,1,33,5,1810
Վաֆլի Յաշկինո  TWIGGY  185գր ,1905.0,1905,Վաֆլի Յաշկինո TWIGGY 185գր,185.0,0.0,0.0,0.0,0.0,0,Yashkino,1.0,Food Products,Վաֆլի TWIGGY,0.0,0.0,0,1,26,4,46
Թխվածքաբլիթ «Milka» CHOCO WAFER 150,1905.0,1905,Թխվածքաբլիթ Milka CHOCO WAFER 150,0.0,0.0,0.0,0.0,0.0,0,Milka,1.0,Food Products,Թխվածքաբլիթ CHOCO WAFER 150,0.0,0.0,0,0,33,5,1261
Վաֆլե Գլանակ Դարոյնք Շոկոլադե Միջուկով կգ,1905.0,1905,Վաֆլե Գլանակ Դարոյնք Շոկոլադե Միջուկով կգ,0.0,0.0,0.0,0.0,0.0,0,Daroink,1.0,Food Products,Վաֆլե Գլանակ Շոկոլադե Միջուկով կգ,0.0,0.0,0,0,41,6,49
Թխվածքաբլիթ Մանկիկ Դարոինք 105գր ,1905.0,1905,Թխվածքաբլիթ Մանկիկ Դարոինք 105գր,105.0,0.0,0.0,0.0,0.0,0,Daroink,1.0,Food Products,Թխվածքաբլիթ Մանկիկ,0.0,0.0,0,1,32,4,1061
Daroink թխվ. շոկ. ծիածան  կգ.,1905.0,1905,Daroink թխվ շոկ ծիածան կգ,0.0,0.0,0.0,0.0,0.0,0,Daroink,1.0,Other,թխվ շոկ ծիածան կգ,0.0,0.0,0,0,25,5,866
Կրուասան Grand Cendi կգ,1905.0,1905,Կրուասան Grand Cendi կգ,0.0,0.0,0.0,0.0,0.0,0,Unknown,0.0,Other,Կրուասան Grand Cendi կգ,0.0,0.0,1,0,23,4,1258
Քաղցր գնդիկներ Ապաչի 80գ․,1905.0,1905,Քաղցր գնդիկներ Ապաչի 80գ,80.0,0.0,0.0,0.0,0.0,0,Apache,1.0,Other,Քաղցր գնդիկներ,0.0,0.0,0,1,24,4,1509
Միլկա թխվացքաբլիթ շոկ կտորներով 126,1905.0,1905,Միլկա թխվացքաբլիթ շոկ կտորներով 126,0.0,0.0,0.0,0.0,0.0,0,Milka,1.0,Other,թխվացքաբլիթ շոկ կտորներով 126,0.0,0.0,0,0,35,5,377
Կինդեր Սյուրպրիզ MAXI  100գ,1905.0,1905,Կինդեր Սյուրպրիզ MAXI 100գ,100.0,0.0,0.0,0.0,0.0,0,Unknown,0.0,Clothing,Կինդեր Սյուրպրիզ MAXI,0.0,0.0,1,1,26,4,66
ԴԱՐՈԻՆՔ ԻՐԻՍ ԿԳ,1905.0,1905,ԴԱՐՈԻՆՔ ԻՐԻՍ ԿԳ,0.0,0.0,0.0,0.0,0.0,0,Daroink,1.0,Other,ԻՐԻՍ ԿԳ,0.0,0.0,0,0,15,3,62
Նախաճաշ Ապաչի 150գ. տոպ,1905.0,1905,Նախաճաշ Ապաչի 150գ տոպ,150.0,0.0,0.0,0.0,0.0,0,Apache,1.0,Other,Նախաճաշ տոպ,0.0,0.0,0,1,22,4,1209
Թխվածքաբլիթ Վարսակի Չամիչով /Daroin,1905.0,1905,Թխվածքաբլիթ Վարսակի Չամիչով /Daroin,0.0,0.0,0.0,0.0,0.0,0,Unknown,0.0,Food Products,Թխվածքաբլիթ Վարսակի Չամիչով /Daroin,0.0,0.0,1,0,35,4,1521
Թխվածքաբլիթ Դեսերտ  Յաշկինո  165գ,1905.0,1905,Թխվածքաբլիթ Դեսերտ Յաշկինո 165գ,165.0,0.0,0.0,0.0,0.0,0,Yashkino,1.0,Food Products,Թխվածքաբլիթ Դեսերտ,0.0,0.0,0,1,31,4,1517
"Չիպսեր  Ապաչի 80գ,",1905.0,1905,Չիպսեր Ապաչի 80գ,80.0,0.0,0.0,0.0,0.0,0,Apache,1.0,Other,Չիպսեր,0.0,0.0,0,1,16,3,1850
թխվածքաբլիթ Յաշկինո Forsite 220գ կոկոս,1905.0,1905,թխվածքաբլիթ Յաշկինո Forsite 220գ կոկոս,220.0,0.0,0.0,0.0,0.0,0,Yashkino,1.0,Food Products,թխվածքաբլիթ Forsite կոկոս,0.0,0.0,0,1,38,5,758
Կրեկեր Յաշկինո ոսկե ձկնիկ 180 գր ,1905.0,1905,Կրեկեր Յաշկինո ոսկե ձկնիկ 180 գր,180.0,0.0,0.0,0.0,0.0,0,Yashkino,1.0,Other,Կրեկեր ոսկե ձկնիկ,0.0,0.0,0,1,32,6,728
Բիսկվիթ. թխ. Միլկա շոկ միջուկով 175գ,1905.0,1905,Բիսկվիթ թխ Միլկա շոկ միջուկով 175գ,175.0,0.0,0.0,0.0,0.0,0,Milka,1.0,Other,Բիսկվիթ թխ շոկ միջուկով,0.0,0.0,0,1,34,6,851
Քաղցր Ձողիկ «Apache» 85գ,1905.0,1905,Քաղցր Ձողիկ Apache 85գ,85.0,0.0,0.0,0.0,0.0,0,Apache,1.0,Other,Քաղցր Ձողիկ,0.0,0.0,0,1,22,4,37
Դարոինք   թխվացքաբլիթ  Գազանիկ 350գ,1905.0,1905,Դարոինք թխվացքաբլիթ Գազանիկ 350գ,350.0,0.0,0.0,0.0,0.0,0,Daroink,1.0,Other,թխվացքաբլիթ Գազանիկ,0.0,0.0,0,1,32,4,29
Թխվացքաբլիթ Վիխարիոկ յաշկինո կգ,1905.0,1905,Թխվացքաբլիթ Վիխարիոկ յաշկինո կգ,0.0,0.0,0.0,0.0,0.0,0,Yashkino,1.0,Other,Թխվացքաբլիթ Վիխարիոկ կգ,0.0,0.0,0,0,31,4,403
"Հավաքածու ""Կինդեր""",1905.0,1905,Հավաքածու Կինդեր,0.0,0.0,0.0,0.0,0.0,0,Unknown,0.0,Other,Հավաքածու Կինդեր,0.0,0.0,1,0,16,2,1534
Թխվա.Միլկա Շոկ փայտիկ 120 գ,1905.0,1905,Թխվա Միլկա Շոկ փայտիկ 120 գ,120.0,0.0,0.0,0.0,0.0,0,Milka,1.0,Other,Թխվա Շոկ փայտիկ,0.0,0.0,0,1,27,6,1457
Շոկ.  պեչենի /Դարոինք/,1905.0,1905,Շոկ պեչենի /Դարոինք/,0.0,0.0,0.0,0.0,0.0,0,Daroink,1.0,Other,Շոկ պեչենի //,0.0,0.0,0,0,20,3,733
Թխվածքաբլիթ Ռոշեն Էսմեռալդա շոկ. 150գ,1905.0,1905,Թխվածքաբլիթ Ռոշեն Էսմեռալդա շոկ 150գ,150.0,0.0,0.0,0.0,0.0,0,Roshen,1.0,Food Products,Թխվածքաբլիթ Էսմեռալդա շոկ,0.0,0.0,0,1,36,5,2033
Դարոինք Սև Սենդվիչ Վանիլային Միջուկով Կգ,1905.0,1905,Դարոինք Սև Սենդվիչ Վանիլային Միջուկով Կգ,0.0,0.0,0.0,0.0,0.0,0,Daroink,1.0,Other,Սև Սենդվիչ Վանիլային Միջուկով Կգ,0.0,0.0,0,0,40,6,1503
ՎԱՖԼԻ ՅԱՇԿԻՆՈ 180ԳՐ,1905.0,1905,ՎԱՖԼԻ ՅԱՇԿԻՆՈ 180ԳՐ,180.0,0.0,0.0,0.0,0.0,0,Yashkino,1.0,Food Products,ՎԱՖԼԻ,0.0,0.0,0,1,19,3,300
"Չիպս «Ապաչի» կարտոֆիլից, բեկոն  100գ",1905.0,1905,Չիպս Ապաչի կարտոֆիլից բեկոն 100գ,100.0,0.0,0.0,0.0,0.0,0,Apache,1.0,Other,Չիպս կարտոֆիլից բեկոն,0.0,0.0,0,1,32,5,736
Վաֆլի Յաշկինո գլազ. 200 գ,1905.0,1905,Վաֆլի Յաշկինո գլազ 200 գ,200.0,0.0,0.0,0.0,0.0,0,Yashkino,1.0,Food Products,Վաֆլի գլազ,0.0,0.0,0,1,24,5,1234
ՉԻՊՍ ԱՊԱՉԻ 80ԳՐ ,1905.0,1905,ՉԻՊՍ ԱՊԱՉԻ 80ԳՐ,80.0,0.0,0.0,0.0,0.0,0,Apache,1.0,Other,ՉԻՊՍ,0.0,0.0,0,1,15,3,2032
Վաֆլե Գլանակներ Գրանդ Քենդի Շոկոլադե կգ,1905.0,1905,Վաֆլե Գլանակներ Գրանդ Քենդի Շոկոլադե կգ,0.0,0.0,0.0,0.0,0.0,0,Grand Candy,1.0,Food Products,Վաֆլե Գլանակներ Շոկոլադե կգ,0.0,0.0,0,0,39,6,2029
Փափկաբլիթ Գրանդ Քենդի Սմայլիկ իրիսային միջուկով 5 ,1905.0,1905,Փափկաբլիթ Գրանդ Քենդի Սմայլիկ իրիսային միջուկով 5,0.0,0.0,0.0,0.0,0.0,0,Grand Candy,1.0,Other,Փափկաբլիթ Սմայլիկ իրիսային միջուկով 5,0.0,0.0,0,0,49,7,79
Դարոինկ Դենի կռուասան 65գր,1905.0,1905,Դարոինկ Դենի կռուասան 65գր,65.0,0.0,0.0,0.0,0.0,0,Unknown,0.0,Other,Դարոինկ Դենի կռուասան,0.0,0.0,1,1,26,4,797
"KINDER SUPER սպիտակ P80 "" 3,5kg",1905.0,1905,KINDER SUPER սպիտակ P80 3 5kg,5000.0,5.0,0.0,0.0,0.0,0,Unknown,0.0,Clothing,KINDER SUPER սպիտակ P80 3,0.0,5.0,1,1,29,6,874
ԿԵՔՍ ՇՈԿՈԼԱԴԵ ԿՐԵՄՈՎ ԿԳ /DAROINK/,1905.0,1905,ԿԵՔՍ ՇՈԿՈԼԱԴԵ ԿՐԵՄՈՎ ԿԳ /DAROINK/,0.0,0.0,0.0,0.0,0.0,0,Daroink,0.8,Food Products,ԿԵՔՍ ՇՈԿՈԼԱԴԵ ԿՐԵՄՈՎ ԿԳ //,0.0,0.0,0,0,33,5,534
Շոկ․ սալիկ Միլկա լու թխվածք․ 92գ,1905.0,1905,Շոկ սալիկ Միլկա լու թխվածք 92գ,92.0,0.0,0.0,0.0,0.0,0,Milka,1.0,Food Products,Շոկ սալիկ լու թխվածք,0.0,0.0,0,1,30,6,1843
Կրուասան շոկոլադային միջուկով Դարոինկ 360գր ,1905.0,1905,Կրուասան շոկոլադային միջուկով Դարոինկ 360գր,360.0,0.0,0.0,0.0,0.0,0,Unknown,0.0,Food Products,Կրուասան շոկոլադային միջուկով Դարոինկ,0.0,0.0,1,1,43,5,111
Թխվածքաբլիթ 127գ.  ESMERALDA -Lovita  ROSHEN,1905.0,1905,Թխվածքաբլիթ 127գ ESMERALDA -Lovita ROSHEN,127.0,0.0,0.0,0.0,0.0,0,Roshen,0.8,Food Products,Թխվածքաբլիթ ESMERALDA -Lovita,0.0,0.0,0,1,41,5,240
Թխվածքաբլիթ Վարսակի Չամիչով «Դարոյնք» 300գ,1905.0,1905,Թխվածքաբլիթ Վարսակի Չամիչով Դարոյնք 300գ,300.0,0.0,0.0,0.0,0.0,0,Daroink,1.0,Food Products,Թխվածքաբլիթ Վարսակի Չամիչով,0.0,0.0,0,1,40,5,461
ԲՌԵՑԵԼ ՅԱՇԿԻՆՈ,1905.0,1905,ԲՌԵՑԵԼ ՅԱՇԿԻՆՈ,0.0,0.0,0.0,0.0,0.0,0,Yashkino,1.0,Other,ԲՌԵՑԵԼ,0.0,0.0,0,0,14,2,1656
Կուրաբե Միքս Թխվացքաբլիէթ Գրանդ Քենդի կգ,1905.0,1905,Կուրաբե Միքս Թխվացքաբլիէթ Գրանդ Քենդի կգ,0.0,0.0,0.0,0.0,0.0,0,Grand Candy,1.0,Other,Կուրաբե Միքս Թխվացքաբլիէթ կգ,0.0,0.0,0,0,40,6,1155
Չամիչով թխվածքաբլիթ Դարոյնք կգ,1905.0,1905,Չամիչով թխվածքաբլիթ Դարոյնք կգ,0.0,0.0,0.0,0.0,0.0,0,Daroink,1.0,Food Products,Չամիչով թխվածքաբլիթ կգ,0.0,0.0,0,0,30,4,1417
Միլկա պեչ Choco Cow*16,1905.0,1905,Միլկա պեչ Choco Cow 16,0.0,0.0,0.0,0.0,0.0,0,Milka,1.0,Other,պեչ Choco Cow 16,0.0,0.0,0,0,22,5,1011
Թխվածքաբլիթ milka շոկո վաֆեր 150գ,1905.0,1905,Թխվածքաբլիթ milka շոկո վաֆեր 150գ,150.0,0.0,0.0,0.0,0.0,0,Milka,1.0,Food Products,Թխվածքաբլիթ շոկո վաֆեր,0.0,0.0,0,1,33,5,1753
Վաֆլի «Գրանդ Քենդի» շոկո կգ,1905.0,1905,Վաֆլի Գրանդ Քենդի շոկո կգ,0.0,0.0,0.0,0.0,0.0,0,Grand Candy,1.0,Food Products,Վաֆլի շոկո կգ,0.0,0.0,0,0,25,5,456
Թխվածքաբլիթ մուլտիկ Դարոինկ կգ,1905.0,1905,Թխվածքաբլիթ մուլտիկ Դարոինկ կգ,0.0,0.0,0.0,0.0,0.0,0,Unknown,0.0,Food Products,Թխվածքաբլիթ մուլտիկ Դարոինկ կգ,0.0,0.0,1,0,30,4,1718
Թխվ.Roshen Lovita ազնվամորու միջուկով 135գ,1905.0,1905,Թխվ Roshen Lovita ազնվամորու միջուկով 135գ,135.0,0.0,0.0,0.0,0.0,0,Roshen,1.0,Clothing,Թխվ Lovita ազնվամորու միջուկով,0.0,0.0,0,1,42,6,1755
Բիսկվիթ Արջուկ Դենի Դարոինք 50գ,1905.0,1905,Բիսկվիթ Արջուկ Դենի Դարոինք 50գ,50.0,0.0,0.0,0.0,0.0,0,Daroink,1.0,Other,Բիսկվիթ Արջուկ Դենի,0.0,0.0,0,1,31,5,1607
Փափկաբլիթ Գրանդ Քենդի  Սմայլիկ  ,1905.0,1905,Փափկաբլիթ Գրանդ Քենդի Սմայլիկ,0.0,0.0,0.0,0.0,0.0,0,Grand Candy,1.0,Other,Փափկաբլիթ Սմայլիկ,0.0,0.0,0,0,29,4,1005
Թխվ. Յաշկինո Stix 130g,1905.0,1905,Թխվ Յաշկինո Stix 130g,130.0,0.0,0.0,0.0,0.0,0,Yashkino,1.0,Clothing,Թխվ Stix,0.0,0.0,0,1,21,4,965
Ապաչի կլոր պեչենի նարինջ 35գ,1905.0,1905,Ապաչի կլոր պեչենի նարինջ 35գ,35.0,0.0,0.0,0.0,0.0,0,Apache,1.0,Other,կլոր պեչենի նարինջ,0.0,0.0,0,1,28,5,1971
Վաֆլի Ցիտ. «Գրանդ Քենդի» կգ,1905.0,1905,Վաֆլի Ցիտ Գրանդ Քենդի կգ,0.0,0.0,0.0,0.0,0.0,0,Grand Candy,1.0,Food Products,Վաֆլի Ցիտ կգ,0.0,0.0,0,0,24,5,1286
Կրեկեր «Յաշկինո» 185գ,1905.0,1905,Կրեկեր Յաշկինո 185գ,185.0,0.0,0.0,0.0,0.0,0,Yashkino,1.0,Other,Կրեկեր,0.0,0.0,0,1,19,3,1427
Կրուասան շոկոլադային միջուկով Դարոյնք 1044 կգ,1905.0,1905,Կրուասան շոկոլադային միջուկով Դարոյնք 1044 կգ,1044000.0,1044.0,0.0,0.0,0.0,0,Daroink,1.0,Food Products,Կրուասան շոկոլադային միջուկով,0.0,1044.0,0,1,45,6,1655
Վաֆլի ՅՎ հալվա Յաշկինո 300գ,1905.0,1905,Վաֆլի ՅՎ հալվա Յաշկինո 300գ,300.0,0.0,0.0,0.0,0.0,0,Yashkino,1.0,Food Products,Վաֆլի ՅՎ հալվա,0.0,0.0,0,1,27,5,1654
Թխվ․ Կարագով Դենի Դարոյնք 100գ,1905.0,1905,Թխվ Կարագով Դենի Դարոյնք 100գ,100.0,0.0,0.0,0.0,0.0,0,Daroink,1.0,Food Products,Թխվ Կարագով Դենի,0.0,0.0,0,1,29,5,934
Վաֆլի «Ռոշեն Վաֆերս Շոկոլադ 216գ,1905.0,1905,Վաֆլի Ռոշեն Վաֆերս Շոկոլադ 216գ,216.0,0.0,0.0,0.0,0.0,0,Roshen,1.0,Food Products,Վաֆլի Վաֆերս Շոկոլադ,0.0,0.0,0,1,31,5,1019
Թխվածքաբլիթ Յաշկինո Bonfetti 200g,1905.0,1905,Թխվածքաբլիթ Յաշկինո Bonfetti 200g,200.0,0.0,0.0,0.0,0.0,0,Yashkino,1.0,Food Products,Թխվածքաբլիթ Bonfetti,0.0,0.0,0,1,33,4,485
Կրեկեր ձկնիկ Դարոինկ,1905.0,1905,Կրեկեր ձկնիկ Դարոինկ,0.0,0.0,0.0,0.0,0.0,0,Unknown,0.0,Other,Կրեկեր ձկնիկ Դարոինկ,0.0,0.0,1,0,20,3,1733
վաֆլի բարակ կոկոս  Յաշկինո 144գ,1905.0,1905,վաֆլի բարակ կոկոս Յաշկինո 144գ,144.0,0.0,0.0,0.0,0.0,0,Yashkino,1.0,Food Products,վաֆլի բարակ կոկոս,0.0,0.0,0,1,30,5,162
Արտֆուդ Տոմատ 580գր,1905.0,1905,Արտֆուդ Տոմատ 580գր,580.0,0.0,0.0,0.0,0.0,0,Unknown,0.0,Other,Արտֆուդ Տոմատ,0.0,0.0,1,1,19,3,491
krispi ԿԱՆԱՉ,1905.0,1905,krispi ԿԱՆԱՉ,0.0,0.0,0.0,0.0,0.0,0,Unknown,0.0,Clothing,krispi ԿԱՆԱՉ,0.0,0.0,1,0,12,2,1633
Աղի ձողիկ 200գր Ապաչի,1905.0,1905,Աղի ձողիկ 200գր Ապաչի,200.0,0.0,0.0,0.0,0.0,0,Apache,0.8,Other,Աղի ձողիկ,0.0,0.0,0,1,21,4,692
Աղի ձողիկներ Դարոյնք  35գր,1905.0,1905,Աղի ձողիկներ Դարոյնք 35գր,35.0,0.0,0.0,0.0,0.0,0,Daroink,1.0,Other,Աղի ձողիկներ,0.0,0.0,0,1,25,4,1388
Թխվածքաբլիթ քունջուտով 180գ Յաշկինո,1905.0,1905,Թխվածքաբլիթ քունջուտով 180գ Յաշկինո,180.0,0.0,0.0,0.0,0.0,0,Yashkino,0.8,Food Products,Թխվածքաբլիթ քունջուտով,0.0,0.0,0,1,35,4,942
ՄԻԼԿԱ ՉՈՔ ՍԵՆԴՎԻՉ 150ԳՐ,1905.0,1905,ՄԻԼԿԱ ՉՈՔ ՍԵՆԴՎԻՉ 150ԳՐ,150.0,0.0,0.0,0.0,0.0,0,Milka,1.0,Other,ՉՈՔ ՍԵՆԴՎԻՉ,0.0,0.0,0,1,23,4,1319
Թխվածքաբլիթ Ապաչի 95կգ,1905.0,1905,Թխվածքաբլիթ Ապաչի 95կգ,95000.0,95.0,0.0,0.0,0.0,0,Apache,1.0,Food Products,Թխվածքաբլիթ,0.0,95.0,0,1,22,3,1150
Թխվածքաբլիթ Յաշկինո Չհոկոպայ կգ,1905.0,1905,Թխվածքաբլիթ Յաշկինո Չհոկոպայ կգ,0.0,0.0,0.0,0.0,0.0,0,Yashkino,1.0,Food Products,Թխվածքաբլիթ Չհոկոպայ կգ,0.0,0.0,0,0,31,4,957
դարոնիկ գիշեր,1905.0,1905,դարոնիկ գիշեր,0.0,0.0,0.0,0.0,0.0,0,Unknown,0.0,Other,դարոնիկ գիշեր,0.0,0.0,1,0,13,2,1103
ՉՈՐԱՀԱՑ ՍԵՄԳԱ 40գր КИРЕШКИ /ՅԱՇԿԻՆՈ/,1905.0,1905,ՉՈՐԱՀԱՑ ՍԵՄԳԱ 40գր КИРЕШКИ /ՅԱՇԿԻՆՈ/,40.0,0.0,0.0,0.0,0.0,0,Yashkino,0.8,Other,ՉՈՐԱՀԱՑ ՍԵՄԳԱ КИРЕШКИ //,0.0,0.0,0,1,36,5,1729
ՔԻՆԴԵՌ  ՋՈՅ,1905.0,1905,ՔԻՆԴԵՌ ՋՈՅ,0.0,0.0,0.0,0.0,0.0,0,Unknown,0.0,Other,ՔԻՆԴԵՌ ՋՈՅ,0.0,0.0,1,0,10,2,1957
140/Վաֆլի ԿԱԹՆԱՅԻՆ Grand Candy,1905.0,1905,140/Վաֆլի ԿԱԹՆԱՅԻՆ Grand Candy,0.0,0.0,0.0,0.0,0.0,0,Grand Candy,1.0,Food Products,140/Վաֆլի ԿԱԹՆԱՅԻՆ,0.0,0.0,0,0,30,4,586
Դարոինկ պեչենի կաթնային,1905.0,1905,Դարոինկ պեչենի կաթնային,0.0,0.0,0.0,0.0,0.0,0,Unknown,0.0,Food Products,Դարոինկ պեչենի կաթնային,0.0,0.0,1,0,23,3,592
Շոկոլադե գնդիկներ կգ <Դարոյնք>,1905.0,1905,Շոկոլադե գնդիկներ կգ Դարոյնք,0.0,0.0,0.0,0.0,0.0,0,Daroink,0.8,Food Products,Շոկոլադե գնդիկներ կգ,0.0,0.0,0,0,28,4,649
Աղի ձողիկ Դարոինք 200գ,1905.0,1905,Աղի ձողիկ Դարոինք 200գ,200.0,0.0,0.0,0.0,0.0,0,Daroink,1.0,Other,Աղի ձողիկ,0.0,0.0,0,1,22,4,504
Թխվածքաբլիթ «Միլկա» շոկ. ձողիկներ 1,1905.0,1905,Թխվածքաբլիթ Միլկա շոկ ձողիկներ 1,0.0,0.0,0.0,0.0,0.0,0,Milka,1.0,Food Products,Թխվածքաբլիթ շոկ ձողիկներ 1,0.0,0.0,0,0,32,5,1035
Կրուասան դենի Դարոինք 65գ ,1905.0,1905,Կրուասան դենի Դարոինք 65գ,65.0,0.0,0.0,0.0,0.0,0,Daroink,1.0,Other,Կրուասան դենի,0.0,0.0,0,1,25,4,1773
Յաշկինո պշկի 180 գ,1905.0,1905,Յաշկինո պշկի 180 գ,180.0,0.0,0.0,0.0,0.0,0,Yashkino,1.0,Other,պշկի,0.0,0.0,0,1,18,4,977
Վաֆլի Գրանդ Քենդի Կաթնային կգ.,1905.0,1905,Վաֆլի Գրանդ Քենդի Կաթնային կգ,0.0,0.0,0.0,0.0,0.0,0,Grand Candy,1.0,Food Products,Վաֆլի Կաթնային կգ,0.0,0.0,0,0,29,5,678
Ռոշեն յումիս Տոֆի իրիզ,1905.0,1905,Ռոշեն յումիս Տոֆի իրիզ,0.0,0.0,0.0,0.0,0.0,0,Roshen,1.0,Other,յումիս Տոֆի իրիզ,0.0,0.0,0,0,22,4,979
Թխվ. Roshen Esmeralda 150գ դարկ շոկո,1905.0,1905,Թխվ Roshen Esmeralda 150գ դարկ շոկո,150.0,0.0,0.0,0.0,0.0,0,Roshen,1.0,Clothing,Թխվ Esmeralda դարկ շոկո,0.0,0.0,0,1,35,6,222
Պրյանիկ Յաշկինո Շոկոլադային 350 գ,1905.0,1905,Պրյանիկ Յաշկինո Շոկոլադային 350 գ,350.0,0.0,0.0,0.0,0.0,0,Yashkino,1.0,Food Products,Պրյանիկ Շոկոլադային,0.0,0.0,0,1,33,5,1310
Վաֆլի Բարակ Յաշկինո 144գր,1905.0,1905,Վաֆլի Բարակ Յաշկինո 144գր,144.0,0.0,0.0,0.0,0.0,0,Yashkino,1.0,Food Products,Վաֆլի Բարակ,0.0,0.0,0,1,25,4,908
