GOOD_NAME_CLEANED,GOOD_NAME_NORMALIZED,ADG_CODE_CLEANED,BRAND,CATEGORY,weight_g,volume_ml,count
ՁԱՅՆԱՅԻՆ ՈՒԺԵՂԱՐԱՐ HIKVISION DS-QAE1A80G1-VB Մ Մ Մ Ս Օ Գ ՏՈՂ 901,ՁԱՅՆԱՅԻՆ ՈՒԺԵՂԱՐԱՐ HIKVISION DS-QAE1A80G1-VB Մ Մ Մ Ս Օ Գ ՏՈՂ 901,8518,Unknown,Clothing,0.0,0.0,0.0
MERCEDES-BENZ ՄԱՐԴԱՏԱՐ Ա/Մ-Ի ՇԱՐԺԻՉԻ ԳՈՐԾԱՐԿՄԱՆ ԷԼ ԲԱՆԱԼԻ A 222 905 2210 0041,ՄԱՐԴԱՏԱՐ Ա/Մ-Ի ՇԱՐԺԻՉԻ ԳՈՐԾԱՐԿՄԱՆ ԷԼ ԲԱՆԱԼԻ A 222 905 2210 0041,8526,Mercedes-Benz,Auto Parts,0.0,0.0,0.0
ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG UE50AU7500UXRU 50 ԴՅՈՒՅՄ ՀԵՂՈՒԿ ԲՅՈՒՐԵՂԱՅԻՆ ԷԿՐԱՆՈՎ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ Serial No _x000D_ 0QW93NHW700001L_x000D_ 0QW93NHW700003Z_x000D_ 0QW93NHW700004A_x000D_ 0QW93NHW700006N_x000D_ 0QW93NHW700007F_x000D_ 0QW93NHW700008H_x000D_ 0QW93NHW700010E_x000D_ 0QW93NHW700011R_x000D_ 0QW93NHW700012J_x000D_ 0QW93NHW700014L_x000D_ 0QW93NHW700015B_x000D_ 0QW93NHW700016Z_x000D_ 0QW93NHW700018D_x000D_ 0QW93NHW700019N_x000D_ 0QW93NHW700020Y_x000D_ 0QW93NHW700021P_x000D_ 0QW93NHW700023E_x000D_ 0QW93NHW700024R_x000D_ 0QW93NHW700025J_x000D_ 0QW93NHW700027L_x000D_ 0QW93NHW700029Z_x000D_ 0QW93NHW700031T_x000D_ 0QW93NHW700032K_x000D_ 0QW93NHW700033Y_x000D_ 0QW93NHW700035X_x000D_ 0QW93NHW700039W_x000D_ 0QW93NHW700041H_x000D_ 0QW93NHW700044T_x000D_ 0QW93NHW700049E_x000D_ 0QW93NHW700051D_x000D_ 0QW93NHW700055M_x000D_ 0QW93NHW700056V_x000D_ 0QW93NHW700057T_x000D_ 0QW93NHW700058K_x000D_ 0QW93NHW700062Z_x000D_ 0QW93NHW700077D_x000D_ 0QW93NHW700110Y_x000D_ 0QW93NHW700125X_x000D_ 0QW93NHW700128J_x000D_ 0QW93NHW700133V_x000D_ 0QW93NHW700134T_x000D_ 0QW93NHW700136Y_x000D_ 0QW93NHW700145M_x000D_ 0QW93NHW700164B_x000D_ 0QW93NHW700166A_x000D_ 0QW93NHW700167D_x000D_ 0QW93NHW700168N_x000D_ 0QW93NHW700169F_x000D_ 0QW93NHW700170P_x000D_ 0QW93NHW700171X_x000D_ 0QW93NHW700172E_x000D_ 0QW93NHW700174J_x000D_ 0QW93NHW700175W_x000D_ 0QW93NHW700176L_x000D_ 0QW93NHW700179A_x000D_ 0QW93NHW700180T_x000D_ 0QW93NHW700181K_x000D_ 0QW93NHW700182Y_x000D_ 0QW93NHW700183P_x000D_ 0QW93NHW700184X_x000D_ 0QW93NHW700185E_x000D_ 0QW93NHW700186R_x000D_ 0QW93NHW700190H_x000D_ 0QW93NHW700191M,ՀԵՌՈՒՍՏԱՑՈՒՅՑ UE50AU7500UXRU 50 ԴՅՈՒՅՄ ՀԵՂՈՒԿ ԲՅՈՒՐԵՂԱՅԻՆ ԷԿՐԱՆՈՎ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ Serial No _x000D_ 0QW93NHW700001L_x000D_ 0QW93NHW700003Z_x000D_ 0QW93NHW700004A_x000D_ 0QW93NHW700006N_x000D_ 0QW93NHW700007F_x000D_ 0QW93NHW700008H_x000D_ 0QW93NHW700010E_x000D_ 0QW93NHW700011R_x000D_ 0QW93NHW700012J_x000D_ 0QW93NHW700014L_x000D_ 0QW93NHW700015B_x000D_ 0QW93NHW700016Z_x000D_ 0QW93NHW700018D_x000D_ 0QW93NHW700019N_x000D_ 0QW93NHW700020Y_x000D_ 0QW93NHW700021P_x000D_ 0QW93NHW700023E_x000D_ 0QW93NHW700024R_x000D_ 0QW93NHW700025J_x000D_ 0QW93NHW700027L_x000D_ 0QW93NHW700029Z_x000D_ 0QW93NHW700031T_x000D_ 0QW93NHW700032K_x000D_ 0QW93NHW700033Y_x000D_ 0QW93NHW700035X_x000D_ 0QW93NHW700039W_x000D_ 0QW93NHW700041H_x000D_ 0QW93NHW700044T_x000D_ 0QW93NHW700049E_x000D_ 0QW93NHW700051D_x000D_ 0QW93NHW700055M_x000D_ 0QW93NHW700056V_x000D_ 0QW93NHW700057T_x000D_ 0QW93NHW700058K_x000D_ 0QW93NHW700062Z_x000D_ 0QW93NHW700077D_x000D_ 0QW93NHW700110Y_x000D_ 0QW93NHW700125X_x000D_ 0QW93NHW700128J_x000D_ 0QW93NHW700133V_x000D_ 0QW93NHW700134T_x000D_ 0QW93NHW700136Y_x000D_ 0QW93NHW700145M_x000D_ 0QW93NHW700164B_x000D_ 0QW93NHW700166A_x000D_ 0QW93NHW700167D_x000D_ 0QW93NHW700168N_x000D_ 0QW93NHW700169F_x000D_ 0QW93NHW700170P_x000D_ 0QW93NHW700171X_x000D_ 0QW93NHW700172E_x000D_ 0QW93NHW700174J_x000D_ 0QW93NHW700175W_x000D_ 0QW93NHW700176L_x000D_ 0QW93NHW700179A_x000D_ 0QW93NHW700180T_x000D_ 0QW93NHW700181K_x000D_ 0QW93NHW700182Y_x000D_ 0QW93NHW700183P_x000D_ 0QW93NHW700184X_x000D_ 0QW93NHW700185E_x000D_ 0QW93NHW700186R_x000D_ 0QW93NHW700190H_x000D_ 0QW93NHW700191M,8528,Samsung,Electronics,0.0,0.0,0.0
ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG UE50CU7100UXRU 50 ԴՅՈՒՅՄ ՀԵՂՈՒԿ ԲՅՈՒՐԵՂԱՅԻՆ ԷԿՐԱՆՈՎ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ S/N 09AR3K4WC00092N_x000D_ 09AR3K4WC00086J_x000D_ 09AR3K4WC00096B_x000D_ 09AR3K4WC00091F_x000D_ 09AR3K4WC00083B_x000D_ 09AR3K4WC00100Z_x000D_ 09AR3K4WC00094A_x000D_ 09AR3K4WC00085W_x000D_ 09AR3K4WC00098W_x000D_ 09AR3K4WC00101B_x000D_ 09AR3K4WC00097L_x000D_ 09AR3K4WC00087R_x000D_ 09AR3K4WC00099J_x000D_ 09AR3K4WC00089X_x000D_ 09AR3K4WC00084L_x000D_ 09AR3K4WC00102L_x000D_ 09AR3K4WC00095Z_x000D_ 09AR3K4WC00090H_x000D_ 09AR3K4WC00093D_x000D_ 09AR3K4WC00103W_x000D_ 09AR3K4WC00088E,ՀԵՌՈՒՍՏԱՑՈՒՅՑ UE50CU7100UXRU 50 ԴՅՈՒՅՄ ՀԵՂՈՒԿ ԲՅՈՒՐԵՂԱՅԻՆ ԷԿՐԱՆՈՎ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ S/N 09AR3K4WC00092N_x000D_ 09AR3K4WC00086J_x000D_ 09AR3K4WC00096B_x000D_ 09AR3K4WC00091F_x000D_ 09AR3K4WC00083B_x000D_ 09AR3K4WC00100Z_x000D_ 09AR3K4WC00094A_x000D_ 09AR3K4WC00085W_x000D_ 09AR3K4WC00098W_x000D_ 09AR3K4WC00101B_x000D_ 09AR3K4WC00097L_x000D_ 09AR3K4WC00087R_x000D_ 09AR3K4WC00099J_x000D_ 09AR3K4WC00089X_x000D_ 09AR3K4WC00084L_x000D_ 09AR3K4WC00102L_x000D_ 09AR3K4WC00095Z_x000D_ 09AR3K4WC00090H_x000D_ 09AR3K4WC00093D_x000D_ 09AR3K4WC00103W_x000D_ 09AR3K4WC00088E,8528,Samsung,Electronics,0.0,0.0,0.0
ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG UE75DU7100UXRU 75 ԴՅՈՒՅՄ ՀԵՂՈՒԿ ԲՅՈՒՐԵՂՅԱ ԷԿՐԱՆՈՎ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ԵՎ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ 09PH3K6Y100224Z 09PH3K6Y100226N 09PH3K6Y100228M 09PH3K6Y100230B 09PH3K6Y100231Y 09PH3K6Y100232D 09PH3K6Y100233E 09PH3K6Y100234H 09PH3K6Y100235W 09PH3K6Y100237Z 09PH3K6Y100239N 09PH3K6Y100240F,ՀԵՌՈՒՍՏԱՑՈՒՅՑ UE75DU7100UXRU 75 ԴՅՈՒՅՄ ՀԵՂՈՒԿ ԲՅՈՒՐԵՂՅԱ ԷԿՐԱՆՈՎ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ԵՎ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ 09PH3K6Y100224Z 09PH3K6Y100226N 09PH3K6Y100228M 09PH3K6Y100230B 09PH3K6Y100231Y 09PH3K6Y100232D 09PH3K6Y100233E 09PH3K6Y100234H 09PH3K6Y100235W 09PH3K6Y100237Z 09PH3K6Y100239N 09PH3K6Y100240F,8528,Samsung,Electronics,0.0,0.0,0.0
ԼԵԴ ԷԿՐԱՆ ԳՈՒՆԱՎՈՐ ՊԱՏԿԵՐՈՎ ԻՆՏԵՐԱԿՏԻՎ ԴԻՍՊԼԵՅ SAMSUNG LH55QMBTBGCXCI 55 ԴՅՈՒՅՄ ՍԵՐԻԱԼ ՀԱՄԱՐՆԵՐ 0M1SHNQWB00001N_x000D_ 0M1SHNQWB00002P_x000D_ 0M1SHNQWB00003Z_x000D_ 0M1SHNQWB00004T,ԼԵԴ ԷԿՐԱՆ ԳՈՒՆԱՎՈՐ ՊԱՏԿԵՐՈՎ ԻՆՏԵՐԱԿՏԻՎ ԴԻՍՊԼԵՅ LH55QMBTBGCXCI 55 ԴՅՈՒՅՄ ՍԵՐԻԱԼ ՀԱՄԱՐՆԵՐ 0M1SHNQWB00001N_x000D_ 0M1SHNQWB00002P_x000D_ 0M1SHNQWB00003Z_x000D_ 0M1SHNQWB00004T,8528,Samsung,Electronics,0.0,0.0,0.0
ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG QE65LS03DAUXRU 65 ԴՅՈՒՅՄ ՔՎԱՆՏԱՅԻՆ ՀԵՂՈՒԿ ԲՅՈՒՐԵՂՅԱ ԷԿՐԱՆՈՎ՝ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ԵՎ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ QLED_x000D_ SN 09GN3K1Y100031H 09GN3K1Y100032W_x000D_ 09GN3K1Y100034Z 09GN3K1Y100035P_x000D_ 09GN3K1Y100036N 09GN3K1Y100037R_x000D_ 09GN3K1Y100040B 09GN3K1Y100042D_x000D_ 09GN3K1Y100044H 09GN3K1Y100045W_x000D_ 09GN3K1Y100046T 09GN3K1Y100048P,ՀԵՌՈՒՍՏԱՑՈՒՅՑ QE65LS03DAUXRU 65 ԴՅՈՒՅՄ ՔՎԱՆՏԱՅԻՆ ՀԵՂՈՒԿ ԲՅՈՒՐԵՂՅԱ ԷԿՐԱՆՈՎ՝ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ԵՎ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ QLED_x000D_ SN 09GN3K1Y100031H 09GN3K1Y100032W_x000D_ 09GN3K1Y100034Z 09GN3K1Y100035P_x000D_ 09GN3K1Y100036N 09GN3K1Y100037R_x000D_ 09GN3K1Y100040B 09GN3K1Y100042D_x000D_ 09GN3K1Y100044H 09GN3K1Y100045W_x000D_ 09GN3K1Y100046T 09GN3K1Y100048P,8528,Samsung,Electronics,0.0,0.0,0.0
ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG QE50Q60CAUXRU 50 ԴՅՈՒՅՄ ԷԿՐԱՆՈՎ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ ՍԵՐԻԱԼ ՀԱՄԱՐՆԵՐ 0PH93NDW900017K_x000D_ 0PH93NDW900034P_x000D_ 0PH93NDW900035J_x000D_ 0PH93NDW900036Z_x000D_ 0PH93NDW900037F_x000D_ 0PH93NDW900038T_x000D_ 0PH93NDW900039X_x000D_ 0PH93NDW900090B_x000D_ 0PH93NDW900091N_x000D_ 0PH93NDW900092V_x000D_ 0PH93NDW900093P_x000D_ 0PH93NDW900094J_x000D_ 0PH93NDW900095Z_x000D_ 0PH93NDW900096F,ՀԵՌՈՒՍՏԱՑՈՒՅՑ QE50Q60CAUXRU 50 ԴՅՈՒՅՄ ԷԿՐԱՆՈՎ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ ՍԵՐԻԱԼ ՀԱՄԱՐՆԵՐ 0PH93NDW900017K_x000D_ 0PH93NDW900034P_x000D_ 0PH93NDW900035J_x000D_ 0PH93NDW900036Z_x000D_ 0PH93NDW900037F_x000D_ 0PH93NDW900038T_x000D_ 0PH93NDW900039X_x000D_ 0PH93NDW900090B_x000D_ 0PH93NDW900091N_x000D_ 0PH93NDW900092V_x000D_ 0PH93NDW900093P_x000D_ 0PH93NDW900094J_x000D_ 0PH93NDW900095Z_x000D_ 0PH93NDW900096F,8528,Samsung,Electronics,0.0,0.0,0.0
ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG QE55Q70DAUXRU 55 ԴՅՈՒՅՄ ԷԿՐԱՆՈՎ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ SN 09H93K4XC00064Y 09H93K4XC00066T_x000D_ 09H93K4XC00072J 09H93K4XC00084W_x000D_ 09H93K4XC00086R 09H93K4XC00087E_x000D_ 09H93K4XC00088X 09H93K4XC00089P_x000D_ 09H93K4XC00090F 09H93K4XC00091N_x000D_ 09H93K4XC00092D_x000D_ 09H93K4XC00093A_x000D_ 09H93K4XC00094Z_x000D_ 09H93K4XC00095B_x000D_ 09H93K4XC00097W_x000D_ 09H93K4XC00108Y_x000D_ 09H93K4XC00109K_x000D_ 09H93K4XC00110D_x000D_ 09H93K4XC00111A_x000D_ 09H93K4XC00112Z_x000D_ 09H93K4XC00113B_x000D_ 09H93K4XC00114L_x000D_ 09H93K4XC00115W_x000D_ 09H93K4XC00116J_x000D_ 09H93K4XC00117R_x000D_ 09H93K4XC00119X_x000D_ 09H93K4XC00120H_x000D_ 09H93K4XC00121F_x000D_ 09H93K4XC00122N_x000D_ 09H93K4XC00123D_x000D_ 09H93K4XC00124A_x000D_ 09H93K4XC00125Z_x000D_ 09H93K4XC00126B_x000D_ 09H93K4XC00127L_x000D_ 09H93K4XC00128W_x000D_ 09H93K4XC00129J_x000D_ 09H93K4XC00130T_x000D_ 09H93K4XC00132M_x000D_ 09H93K4XC00135N_x000D_ 09H93K4XC00145M_x000D_ 09H93K4XC00146H_x000D_ 09H93K4XC00147F_x000D_ 09H93K4XC00148N_x000D_ 09H93K4XC00149D_x000D_ 09H93K4XC00150R_x000D_ 09H93K4XC00151E_x000D_ 09H93K4XC00152X_x000D_ 09H93K4XC00153P_x000D_ 09H93K4XC00154Y_x000D_ 09H93K4XC00155K_x000D_ 09H93K4XC00156T_x000D_ 09H93K4XC00157V_x000D_ 09H93K4XC00158M_x000D_ 09H93K4XC00159H_x000D_ 09H93K4XC00160L_x000D_ 09H93K4XC00161W_x000D_ 09H93K4XC00162J_x000D_ 09H93K4XC00163R_x000D_ 09H93K4XC00164E_x000D_ 09H93K4XC00165X_x000D_ 09H93K4XC00166P_x000D_ 09H93K4XC00167Y_x000D_ 09H93K4XC00168K_x000D_ 09H93K4XC00204L_x000D_ 09H93K4XC00205W,ՀԵՌՈՒՍՏԱՑՈՒՅՑ QE55Q70DAUXRU 55 ԴՅՈՒՅՄ ԷԿՐԱՆՈՎ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ SN 09H93K4XC00064Y 09H93K4XC00066T_x000D_ 09H93K4XC00072J 09H93K4XC00084W_x000D_ 09H93K4XC00086R 09H93K4XC00087E_x000D_ 09H93K4XC00088X 09H93K4XC00089P_x000D_ 09H93K4XC00090F 09H93K4XC00091N_x000D_ 09H93K4XC00092D_x000D_ 09H93K4XC00093A_x000D_ 09H93K4XC00094Z_x000D_ 09H93K4XC00095B_x000D_ 09H93K4XC00097W_x000D_ 09H93K4XC00108Y_x000D_ 09H93K4XC00109K_x000D_ 09H93K4XC00110D_x000D_ 09H93K4XC00111A_x000D_ 09H93K4XC00112Z_x000D_ 09H93K4XC00113B_x000D_ 09H93K4XC00114L_x000D_ 09H93K4XC00115W_x000D_ 09H93K4XC00116J_x000D_ 09H93K4XC00117R_x000D_ 09H93K4XC00119X_x000D_ 09H93K4XC00120H_x000D_ 09H93K4XC00121F_x000D_ 09H93K4XC00122N_x000D_ 09H93K4XC00123D_x000D_ 09H93K4XC00124A_x000D_ 09H93K4XC00125Z_x000D_ 09H93K4XC00126B_x000D_ 09H93K4XC00127L_x000D_ 09H93K4XC00128W_x000D_ 09H93K4XC00129J_x000D_ 09H93K4XC00130T_x000D_ 09H93K4XC00132M_x000D_ 09H93K4XC00135N_x000D_ 09H93K4XC00145M_x000D_ 09H93K4XC00146H_x000D_ 09H93K4XC00147F_x000D_ 09H93K4XC00148N_x000D_ 09H93K4XC00149D_x000D_ 09H93K4XC00150R_x000D_ 09H93K4XC00151E_x000D_ 09H93K4XC00152X_x000D_ 09H93K4XC00153P_x000D_ 09H93K4XC00154Y_x000D_ 09H93K4XC00155K_x000D_ 09H93K4XC00156T_x000D_ 09H93K4XC00157V_x000D_ 09H93K4XC00158M_x000D_ 09H93K4XC00159H_x000D_ 09H93K4XC00160L_x000D_ 09H93K4XC00161W_x000D_ 09H93K4XC00162J_x000D_ 09H93K4XC00163R_x000D_ 09H93K4XC00164E_x000D_ 09H93K4XC00165X_x000D_ 09H93K4XC00166P_x000D_ 09H93K4XC00167Y_x000D_ 09H93K4XC00168K_x000D_ 09H93K4XC00204L_x000D_ 09H93K4XC00205W,8528,Samsung,Electronics,0.0,0.0,0.0
ՄՈՆԻՏՈՐՆԵՐ ԳՈՒՆԱՎՈՐ ՊԱՏԿԵՐՈՎ՝ՄՇԱԿՎԱԾ ՀԱՄԱԿԱՐԳԻՉՆԵՐԻ ՀԵՏ ՕԳՏԱԳՈՐԾԵԼՈՒ ՀԱՄԱՐ SAMSUNG LF24T450FQIXCI 24ԴՈՒՅՄ 0698HK2XC00001N 0698HK2XC00002Y 0698HK2XC00003L 0698HK2XC00004H 0698HK2XC00005X 0698HK2XC00006Z 0698HK2XC00007V 0698HK2XC00008R 0698HK2XC00009D 0698HK2XC00010E 0698HK2XC00011A 0698HK2XC00012T_x000D_ 0698HK2XC00013J_x000D_ 0698HK2XC00014N_x000D_ 0698HK2XC00015Y_x000D_ 0698HK2XC00016L_x000D_ 0698HK2XC00017H_x000D_ 0698HK2XC00018X_x000D_ 0698HK2XC00019Z_x000D_ 0698HK2XC00020P_x000D_ 0698HK2XC00021B_x000D_ 0698HK2XC00022M_x000D_ 0698HK2XC00023E_x000D_ 0698HK2XC00024A_x000D_ 0698HK2XC00025T_x000D_ 0698HK2XC00026J_x000D_ 0698HK2XC00027N_x000D_ 0698HK2XC00028Y_x000D_ 0698HK2XC00029L_x000D_ 0698HK2XC00030K_x000D_ 0698HK2XC00031W_x000D_ 0698HK2XC00032F_x000D_ 0698HK2XC00033P_x000D_ 0698HK2XC00034B_x000D_ 0698HK2XC00035M_x000D_ 0698HK2XC00036E_x000D_ 0698HK2XC00037A_x000D_ 0698HK2XC00038T_x000D_ 0698HK2XC00039J_x000D_ 0698HK2XC00040V_x000D_ 0698HK2XC00041R_x000D_ 0698HK2XC00042D_x000D_ 0698HK2XC00043K_x000D_ 0698HK2XC00044W_x000D_ 0698HK2XC00045F_x000D_ 0698HK2XC00046P_x000D_ 0698HK2XC00047B_x000D_ 0698HK2XC00048M_x000D_ 0698HK2XC00049E_x000D_ 0698HK2XC00050H_x000D_ 0698HK2XC00051X_x000D_ 0698HK2XC00052Z_x000D_ 0698HK2XC00053V_x000D_ 0698HK2XC00054R_x000D_ 0698HK2XC00055D_x000D_ 0698HK2XC00056K_x000D_ 0698HK2XC00057W_x000D_ 0698HK2XC00058F_x000D_ 0698HK2XC00059P_x000D_ 0698HK2XC00060N_x000D_ 0698HK2XC00061Y_x000D_ 0698HK2XC00062L_x000D_ 0698HK2XC00063H_x000D_ 0698HK2XC00064X_x000D_ 0698HK2XC00065Z,ՄՈՆԻՏՈՐՆԵՐ ԳՈՒՆԱՎՈՐ ՊԱՏԿԵՐՈՎ՝ՄՇԱԿՎԱԾ ՀԱՄԱԿԱՐԳԻՉՆԵՐԻ ՀԵՏ ՕԳՏԱԳՈՐԾԵԼՈՒ ՀԱՄԱՐ LF24T450FQIXCI 24ԴՈՒՅՄ 0698HK2XC00001N 0698HK2XC00002Y 0698HK2XC 0698HK2XC00004H 0698HK2XC00005X 0698HK2XC00006Z 0698HK2XC00007V 0698HK2XC00008R 0698HK2XC00009D 0698HK2XC00010E 0698HK2XC00011A 0698HK2XC00012T_x000D_ 0698HK2XC00013J_x000D_ 0698HK2XC00014N_x000D_ 0698HK2XC00015Y_x000D_ 0698HK2XC00016L_x000D_ 0698HK2XC00017H_x000D_ 0698HK2XC00018X_x000D_ 0698HK2XC00019Z_x000D_ 0698HK2XC00020P_x000D_ 0698HK2XC00021B_x000D_ 0698HK2XC00022M_x000D_ 0698HK2XC00023E_x000D_ 0698HK2XC00024A_x000D_ 0698HK2XC00025T_x000D_ 0698HK2XC00026J_x000D_ 0698HK2XC00027N_x000D_ 0698HK2XC00028Y_x000D_ 0698HK2XC00029L_x000D_ 0698HK2XC00030K_x000D_ 0698HK2XC00031W_x000D_ 0698HK2XC00032F_x000D_ 0698HK2XC00033P_x000D_ 0698HK2XC00034B_x000D_ 0698HK2XC00035M_x000D_ 0698HK2XC00036E_x000D_ 0698HK2XC00037A_x000D_ 0698HK2XC00038T_x000D_ 0698HK2XC00039J_x000D_ 0698HK2XC00040V_x000D_ 0698HK2XC00041R_x000D_ 0698HK2XC00042D_x000D_ 0698HK2XC00043K_x000D_ 0698HK2XC00044W_x000D_ 0698HK2XC00045F_x000D_ 0698HK2XC00046P_x000D_ 0698HK2XC00047B_x000D_ 0698HK2XC00048M_x000D_ 0698HK2XC00049E_x000D_ 0698HK2XC00050H_x000D_ 0698HK2XC00051X_x000D_ 0698HK2XC00052Z_x000D_ 0698HK2XC00053V_x000D_ 0698HK2XC00054R_x000D_ 0698HK2XC00055D_x000D_ 0698HK2XC00056K_x000D_ 0698HK2XC00057W_x000D_ 0698HK2XC00058F_x000D_ 0698HK2XC00059P_x000D_ 0698HK2XC00060N_x000D_ 0698HK2XC00061Y_x000D_ 0698HK2XC00062L_x000D_ 0698HK2XC00063H_x000D_ 0698HK2XC00064X_x000D_ 0698HK2XC00065Z,8528,Samsung,Electronics,0.0,3000.0,0.0
ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG QE65QN900CUXRU 65 ԴՅՈՒՅՄ ԷԿՐԱՆՈՎ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ ՍԵՐԻԱԼ ՀԱՄԱՐՆԵՐ 099V3K1X200011B_x000D_ 099V3K1X200013H,ՀԵՌՈՒՍՏԱՑՈՒՅՑ QE65QN900CUXRU 65 ԴՅՈՒՅՄ ԷԿՐԱՆՈՎ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ ՍԵՐԻԱԼ ՀԱՄԱՐՆԵՐ 099V3K1X200011B_x000D_ 099V3K1X200013H,8528,Samsung,Electronics,0.0,0.0,0.0
ՀԵՌՈՒՍՏԱՑՈՒՅՑ 65 SAMSUNG QE65QN85CAUXRU ԱՆԿՅՈՒՆԱԳԻԾԸ 165 1ՍՄ ԱՌԱՆՑ ԱՐՏԻԿՈՒԼԻ SERIAL NO 099U3K1X100130N 099U3K1X100142P_x000D_ 099U3K1X100152W 099U3K1X100154Z_x000D_ 099U3K1X100162D 099U3K1X100163E,ՀԵՌՈՒՍՏԱՑՈՒՅՑ 65 QE65QN85CAUXRU ԱՆԿՅՈՒՆԱԳԻԾԸ 165 1ՍՄ ԱՌԱՆՑ ԱՐՏԻԿՈՒԼԻ SERIAL NO 099U3K1X100130N 099U3K1X100142P_x000D_ 099U3K1X100152W 099U3K1X100154Z_x000D_ 099U3K1X100162D 099U3K1X100163E,8528,Samsung,Electronics,0.0,0.0,0.0
